Job Id,Job Title,Company,location,Job Description,Experience,Qualifications,Salary Range,Work Type,skills,clean_description,extracted_skills,categories
2.53698E+15,UI Developer,Wells Fargo,Oslo,A UX/UI Designer focuses on enhancing user experiences by designing intuitive interfaces. They consider user needs and preferences to create visually appealing and functional designs.,2 to 13 Years,B.Com,$60K-$119K,Contract,User experience (UX) design User interface (UI) design Wireframing and prototyping Usability testing Design tools like Sketch or Figma,a ux ui designer focuses on enhancing user experiences by designing intuitive interfaces they consider user needs and preferences to create visually appealing and functional designs,,
7.02607E+14,UX/UI Designer,Land O'Lakes,Islamabad,"User Interface Designers focus on the visual and interactive aspects of digital interfaces. They design layouts, buttons, and other elements to ensure a cohesive and visually appealing user interface.",1 to 10 Years,BA,$64K-$88K,Intern,"UI design principles and best practices Graphic design tools (e.g., Adobe Photoshop, Illustrator) Typography and color theory Visual design and layout Responsive design",user interface designers focus on the visual and interactive aspects of digital interfaces they design layouts buttons and other elements to ensure a cohesive and visually appealing user interface,,
2.71005E+15,UX/UI Designer,Reliance Industries Limited,Vaduz,Interaction Designers specialize in designing user interactions within digital interfaces. They create meaningful and engaging user experiences by considering user behaviors and system responses.,5 to 15 Years,BCA,$64K-$123K,Full-Time,Interaction design principles User behavior and psychology Wireframing and prototyping tools Animation and micro-interaction design Collaborative design processes,interaction designers specialize in designing user interactions within digital interfaces they create meaningful and engaging user experiences by considering user behaviors and system responses,,
1.51704E+15,Systems Administrator,China COSCO Shipping Corporation,Abuja,"IT Support Specialists provide technical assistance to end-users, troubleshooting hardware and software problems, setting up equipment, and maintaining IT infrastructure.",3 to 13 Years,M.Com,$64K-$102K,Contract,Technical troubleshooting Hardware and software support Customer service Problem-solving Communication,it support specialists provide technical assistance to end users troubleshooting hardware and software problems setting up equipment and maintaining it infrastructure,,
1.30193E+15,Marketing Specialist,Graphic Packaging Holding,Sarajevo,"Content Marketing Managers oversee the creation and distribution of content to attract and engage customers. They develop content strategies, manage content teams, and track performance metrics to optimize content marketing efforts.",2 to 8 Years,BA,$65K-$120K,Intern,Content strategy Content creation Blog management Content promotion SEO Analytics and reporting,content marketing managers oversee the creation and distribution of content to attract and engage customers they develop content strategies manage content teams and track performance metrics to optimize content marketing efforts,,
7.96905E+14,Marketing Specialist,Wells Fargo,Seoul,"Digital Marketing Specialists create and execute online marketing campaigns. They utilize digital channels like social media, email, and SEO to reach target audiences, generate leads, and improve brand visibility and engagement.",2 to 11 Years,BBA,$64K-$97K,Temporary,Digital marketing strategy Social media marketing Content creation SEO (Search Engine Optimization) PPC advertising Analytics and reporting,digital marketing specialists create and execute online marketing campaigns they utilize digital channels like social media email and seo to reach target audiences generate leads and improve brand visibility and engagement,,
1.50448E+15,Technical Writer,Goodman Group,Cockburn Town,"Documentation Specialists create and manage documents, manuals, or technical materials. They ensure accuracy, consistency, and accessibility of documentation.",4 to 11 Years,B.Tech,$56K-$107K,Contract,Document management Recordkeeping Attention to detail Data entry Organizational skills,documentation specialists create and manage documents manuals or technical materials they ensure accuracy consistency and accessibility of documentation,,
2.54921E+13,Customer Service Manager,Thermo Fisher Scientific,Palikir,"Service Quality Assurance Managers monitor and evaluate service quality in an organization. They develop quality standards, conduct audits, analyze customer feedback, and implement improvements to ensure consistent high-quality service delivery.",1 to 13 Years,PhD,$64K-$126K,Part-Time,Quality assurance Quality control Process improvement Audit procedures Compliance standards Root cause analysis,service quality assurance managers monitor and evaluate service quality in an organization they develop quality standards conduct audits analyze customer feedback and implement improvements to ensure consistent high quality service delivery,,
5.17602E+14,Product Manager,Muthoot Finance,Monaco,"Agile Product Owners work closely with development teams in Agile environments. They define and prioritize product backlog items, communicate the product vision, and ensure that the product increments delivered align with customer needs and project objectives.",0 to 14 Years,MCA,$64K-$81K,Full-Time,Agile product development Scrum or Kanban frameworks Backlog management User story writing Prioritization techniques Collaboration with development teams Product vision and strategy,agile product owners work closely with development teams in agile environments they define and prioritize product backlog items communicate the product vision and ensure that the product increments delivered align with customer needs and project objectives,,
3.04982E+15,Event Planner,American Airlines Group,Moroni,"Event Coordinators plan and execute various events, including conferences, parties, and meetings, managing logistics, budgets, and vendor relationships.",3 to 8 Years,BBA,$62K-$100K,Contract,Event planning Vendor coordination Budget management Marketing and promotion Logistics,event coordinators plan and execute various events including conferences parties and meetings managing logistics budgets and vendor relationships,,
4.06798E+14,Structural Engineer,Lendlease Group,Belgrade,"A Design Engineer creates and develops product designs and specifications, using engineering principles and design software to bring innovative products to market.",1 to 14 Years,B.Tech,$60K-$96K,Temporary,Engineering design CAD software proficiency Problem-solving Technical knowledge Communication skills,a design engineer creates and develops product designs and specifications using engineering principles and design software to bring innovative products to market,,
2.30715E+15,Registered Nurse,"Fidelity Investments, Inc.",Sanaa,"A Clinical Nurse Specialist is an advanced practice nurse who specializes in specific patient populations or clinical areas, providing expert care and contributing to improved patient outcomes.",3 to 14 Years,M.Com,$65K-$89K,Temporary,"Clinical nursing specialization (e.g., critical care, oncology) Advanced nursing skills Patient education",a clinical nurse specialist is an advanced practice nurse who specializes in specific patient populations or clinical areas providing expert care and contributing to improved patient outcomes,,
3.30765E+14,UX Researcher,Microsoft,Tokyo,"Conduct user research to understand customer needs, preferences, and behaviors to inform product development.",5 to 8 Years,M.Com,$60K-$86K,Contract,User research methods Usability testing Data analysis and interpretation,conduct user research to understand customer needs preferences and behaviors to inform product development,,
1.73359E+15,Structural Engineer,The Clorox Company,Rabat,"A Design Engineer creates and develops product designs and specifications, using engineering principles and design software to bring innovative products to market.",1 to 9 Years,MBA,$61K-$94K,Full-Time,Engineering design CAD software proficiency Problem-solving Technical knowledge Communication skills,a design engineer creates and develops product designs and specifications using engineering principles and design software to bring innovative products to market,,
3.05655E+15,Electrical Designer,Motorola Solutions,Athens,"Lighting Designers create lighting plans for architectural and artistic purposes. They enhance spaces with lighting effects, aesthetics, and energy-efficient lighting solutions.",4 to 14 Years,MCA,$60K-$85K,Part-Time,Lighting design Architectural lighting Lighting software proficiency Creative lighting concepts Technical knowledge,lighting designers create lighting plans for architectural and artistic purposes they enhance spaces with lighting effects aesthetics and energy efficient lighting solutions,,
4.04375E+14,Procurement Manager,Capital One Financial,Pristina,"Analyze procurement data, identify cost-saving opportunities, and support the procurement process.",3 to 15 Years,B.Com,$58K-$122K,Contract,Procurement processes Vendor assessment Contract negotiation Purchase order management Spend analysis Market research Supplier relationship management Data analysis Problem-solving Attention to detail Communication skills Financial acumen,analyze procurement data identify cost saving opportunities and support the procurement process,,
2.47396E+15,Sales Representative,WESCO International,Gaborone,"Inside Sales Representatives are responsible for selling products or services to customers over the phone or through online channels. They engage with leads, answer customer inquiries, and use persuasive communication to close sales and meet revenue targets.",0 to 14 Years,BBA,$62K-$104K,Full-Time,"Sales prospecting and lead generation Sales presentation and communication CRM software (e.g., Salesforce) Sales negotiation and closing techniques Product knowledge Relationship building",inside sales representatives are responsible for selling products or services to customers over the phone or through online channels they engage with leads answer customer inquiries and use persuasive communication to close sales and meet revenue targets,,
2.11892E+15,Account Manager,Britannia Industries,BogotÃ¡,"Build and maintain strong client relationships, understand their needs, and ensure client satisfaction.",0 to 14 Years,M.Tech,$62K-$102K,Contract,Client relationship management Customer service Communication skills,build and maintain strong client relationships understand their needs and ensure client satisfaction,,
1.63464E+15,Architectural Designer,Oracle,Douglas,Architectural Drafters assist architects and engineers in creating detailed technical drawings and plans for buildings and structures. They use computer-aided design (CAD) software to produce accurate and precise architectural drawings.,1 to 9 Years,B.Com,$57K-$82K,Part-Time,Architectural drafting AutoCAD 2D and 3D modeling Blueprint reading Building codes Collaboration with architects Detail-oriented,architectural drafters assist architects and engineers in creating detailed technical drawings and plans for buildings and structures they use computer aided design cad software to produce accurate and precise architectural drawings,,
1.3912E+15,QA Analyst,EQT,ReykjavÃ­k,"Performance Testing Specialists assess the performance of software applications by conducting load, stress, and scalability tests. They identify bottlenecks, optimize performance, and ensure software can handle user demands effectively.",5 to 14 Years,B.Tech,$65K-$121K,Part-Time,Performance testing Load testing Stress testing Test scenarios Performance monitoring Benchmarking Performance analysis,performance testing specialists assess the performance of software applications by conducting load stress and scalability tests they identify bottlenecks optimize performance and ensure software can handle user demands effectively,,
8.19015E+14,Environmental Engineer,Bajaj Finance,"Malabo (de jure),","An Environmental Consultant assesses environmental impacts, provides regulatory compliance guidance, and develops strategies for sustainable practices and environmental protection.",3 to 10 Years,BCA,$59K-$114K,Contract,Environmental assessments Regulatory compliance Environmental impact analysis,an environmental consultant assesses environmental impacts provides regulatory compliance guidance and develops strategies for sustainable practices and environmental protection,,
3.01475E+15,Nurse Manager,Geely Automobile Holdings,Doha,"Clinical Nurse Managers lead and supervise nursing staff in clinical settings. They coordinate patient care, manage resources, and support nursing teams in providing safe and effective patient treatment.",2 to 14 Years,M.Com,$58K-$82K,Part-Time,Clinical nursing Patient assessment Care planning Staff development Healthcare protocols Communication skills Problem-solving abilities,clinical nurse managers lead and supervise nursing staff in clinical settings they coordinate patient care manage resources and support nursing teams in providing safe and effective patient treatment,,
2.21116E+15,Front-End Developer,Anglo American plc,ReykjavÃ­k,"A Web Designer specializes in designing visually appealing and responsive websites. They create layouts, graphics, and user interfaces to enhance the online presence of businesses.",1 to 14 Years,M.Tech,$57K-$102K,Full-Time,"Web design concepts Graphic design software (e.g., Adobe Creative Suite) HTML and CSS Responsive design User interface (UI) principles Visual communication Typography Color theory Creativity Attention to detail Collaboration",a web designer specializes in designing visually appealing and responsive websites they create layouts graphics and user interfaces to enhance the online presence of businesses,"HTML (Programming), CSS (Programming), HTML (Web Development), CSS (Web Development)","Programming, Web Development"
2.17312E+12,Customer Service Manager,Suning.com,Basseterre,"Customer Experience Strategists develop and execute strategies to enhance the overall customer experience. They analyze customer feedback, identify pain points, and work across departments to improve products, services, and customer interactions.",2 to 11 Years,B.Com,$59K-$105K,Part-Time,Customer experience strategy Customer journey mapping Feedback analysis User research Metrics and KPIs Communication skills,customer experience strategists develop and execute strategies to enhance the overall customer experience they analyze customer feedback identify pain points and work across departments to improve products services and customer interactions,,
2.34717E+15,Inventory Analyst,Admiral Group,Macao,"Inventory Control Specialists manage and optimize inventory levels in a business. They track stock, monitor demand, and implement inventory control procedures to ensure efficient operations and minimize carrying costs.",2 to 15 Years,PhD,$64K-$91K,Contract,Inventory management Stock control Demand forecasting Inventory tracking systems Supply chain coordination Problem-solving skills,inventory control specialists manage and optimize inventory levels in a business they track stock monitor demand and implement inventory control procedures to ensure efficient operations and minimize carrying costs,,
2.19614E+15,Web Developer,CDW,Male,"Full-Stack Developers are skilled in both frontend and backend development. They can work on all aspects of web application development, from creating user interfaces to designing databases and server infrastructure, providing end-to-end solutions.",4 to 9 Years,B.Com,$58K-$118K,Contract,Frontend and backend development Database integration Problem-solving API knowledge,full stack developers are skilled in both frontend and backend development they can work on all aspects of web application development from creating user interfaces to designing databases and server infrastructure providing end to end solutions,,
1.24153E+15,Architect,NIO Inc.,Tashkent,"Sustainable Design Specialists incorporate eco-friendly practices into architectural designs, promoting energy efficiency and environmental sustainability.",1 to 15 Years,M.Com,$62K-$82K,Contract,Sustainable design principles Energy efficiency LEED certification Green building materials Environmental impact assessment,sustainable design specialists incorporate eco friendly practices into architectural designs promoting energy efficiency and environmental sustainability,,
1.05038E+14,Systems Administrator,Entergy,Quito,"IT Support Specialists provide technical assistance to end-users, troubleshooting hardware and software problems, setting up equipment, and maintaining IT infrastructure.",4 to 12 Years,BA,$65K-$107K,Part-Time,Technical troubleshooting Hardware and software support Customer service Problem-solving Communication,it support specialists provide technical assistance to end users troubleshooting hardware and software problems setting up equipment and maintaining it infrastructure,,
2.52975E+15,Procurement Coordinator,Abbott Laboratories,Sofia,"Purchasing Coordinators manage procurement processes. They source and purchase goods and services, negotiate with suppliers, and ensure cost-effective and timely acquisitions.",1 to 11 Years,BA,$56K-$112K,Temporary,Procurement Supplier management Negotiation Supply chain management Inventory control Vendor relations,purchasing coordinators manage procurement processes they source and purchase goods and services negotiate with suppliers and ensure cost effective and timely acquisitions,,
6.98171E+14,Web Developer,Watsco,Caracas,"Backend Web Developers build and maintain the server-side logic and infrastructure required for web applications. They work on data storage, APIs, and server communication to support the functionality of web applications.",4 to 12 Years,MCA,$56K-$127K,Contract,"Server-side programming (e.g., Node.js, Python) Database management (e.g., SQL, MongoDB)",backend web developers build and maintain the server side logic and infrastructure required for web applications they work on data storage apis and server communication to support the functionality of web applications,"Python (Programming), JavaScript (Programming), SQL (Programming), SQL (Database), MongoDB (Database)","Programming, Database"
1.42724E+15,Network Technician,Tenet Healthcare,Roseau,"Network Support Specialists provide technical support for computer networks. They troubleshoot issues, maintain network infrastructure, and ensure reliable network performance.",5 to 13 Years,BCA,$63K-$94K,Part-Time,Network troubleshooting IT support Network configuration Technical knowledge Problem-solving,network support specialists provide technical support for computer networks they troubleshoot issues maintain network infrastructure and ensure reliable network performance,,
1.6712E+15,Network Security Specialist,ThyssenKrupp AG,Managua,"SOC Analysts work in security operations centers. They monitor and respond to security incidents, analyze threats, and implement security protocols to protect an organizations assets.",1 to 8 Years,BA,$59K-$82K,Contract,"SOC operations Security incident response Threat detection Log analysis Security tools (e.g., IDS/IPS) Security alerts triage",soc analysts work in security operations centers they monitor and respond to security incidents analyze threats and implement security protocols to protect an organizations assets,,
5.93798E+14,Architectural Designer,United Parcel Service,Rabat,Architectural Drafters assist architects and engineers in creating detailed technical drawings and plans for buildings and structures. They use computer-aided design (CAD) software to produce accurate and precise architectural drawings.,5 to 10 Years,M.Tech,$58K-$100K,Full-Time,Architectural drafting AutoCAD 2D and 3D modeling Blueprint reading Building codes Collaboration with architects Detail-oriented,architectural drafters assist architects and engineers in creating detailed technical drawings and plans for buildings and structures they use computer aided design cad software to produce accurate and precise architectural drawings,,
1.39143E+15,Aerospace Engineer,Regions Financial,Belmopan,"Avionics Engineers focus on aircraft electronic systems. They design and maintain avionics systems such as communication, navigation, and instrumentation for safe flight operations.",3 to 10 Years,BCA,$61K-$114K,Full-Time,Avionics systems Electronic warfare systems Radar systems Aircraft communication systems System integration Testing and validation,avionics engineers focus on aircraft electronic systems they design and maintain avionics systems such as communication navigation and instrumentation for safe flight operations,,
2.50521E+15,IT Administrator,Dominion Energy,Havana,"System Administrators manage and maintain computer systems and networks. They handle software installations, security measures, and troubleshooting to ensure system reliability.",5 to 8 Years,BA,$56K-$107K,Temporary,System administration Network administration Troubleshooting Security management Server maintenance Backup and recovery,system administrators manage and maintain computer systems and networks they handle software installations security measures and troubleshooting to ensure system reliability,,
1.64935E+15,Customer Support Specialist,Ford Motor,Nouakchott,"Customer Success Managers focus on ensuring customer satisfaction and retention. They build relationships with clients, understand their needs, and work to maximize the value customers receive from products or services, ultimately driving customer success and loyalty.",0 to 13 Years,PhD,$65K-$115K,Full-Time,Customer relationship management Onboarding and training Customer feedback analysis Retention strategies Cross-selling and upselling Strong communication and empathy Customer advocacy,customer success managers focus on ensuring customer satisfaction and retention they build relationships with clients understand their needs and work to maximize the value customers receive from products or services ultimately driving customer success and loyalty,,
1.42353E+15,Administrative Assistant,Dr. Reddy's Laboratories,London,"Support high-level executives by managing schedules, coordinating meetings, and handling various administrative tasks.",5 to 9 Years,B.Tech,$65K-$98K,Part-Time,"Calendar management Travel coordination Meeting scheduling Correspondence and communication Office organization Confidentiality Time management Problem-solving Attention to detail Communication skills Technology proficiency (e.g., MS Office)",support high level executives by managing schedules coordinating meetings and handling various administrative tasks,,
1.0784E+15,Supply Chain Manager,Celgene Corporation,Brazzaville,A Demand Planner analyzes historical sales data to forecast future demand for products. They work to optimize inventory levels and ensure product availability while minimizing costs.,5 to 10 Years,B.Com,$56K-$120K,Temporary,Demand forecasting Inventory management Data analysis Sales and operations planning (S&OP) ERP software proficiency,a demand planner analyzes historical sales data to forecast future demand for products they work to optimize inventory levels and ensure product availability while minimizing costs,,
2.81958E+15,Back-End Developer,Larsen & Toubro (L&T),Amman,"A Server Developer specializes in developing and maintaining server-side applications and systems, ensuring efficient data processing and server functionality.",5 to 15 Years,M.Tech,$58K-$116K,Full-Time,"Server-side programming languages (e.g., Java, Python) Database management API development",a server developer specializes in developing and maintaining server side applications and systems ensuring efficient data processing and server functionality,"Python (Programming), Java (Programming)",Programming
2.08987E+15,Marketing Specialist,Analog Devices,Kinshasa,"Content Marketing Managers oversee the creation and distribution of content to attract and engage customers. They develop content strategies, manage content teams, and track performance metrics to optimize content marketing efforts.",2 to 10 Years,BCA,$64K-$89K,Contract,Content strategy Content creation Blog management Content promotion SEO Analytics and reporting,content marketing managers oversee the creation and distribution of content to attract and engage customers they develop content strategies manage content teams and track performance metrics to optimize content marketing efforts,,
1.9079E+15,Occupational Therapist,Aurobindo Pharma,Seoul,A Geriatric Occupational Therapist works with elderly individuals to address age-related health issues and maintain independence and quality of life.,2 to 11 Years,B.Com,$62K-$92K,Part-Time,"Geriatric assessment and evaluation Geriatric-specific occupational therapy techniques Aging-related conditions (e.g., dementia, arthritis) Fall prevention strategies Care coordination with healthcare teams Assistive technology for seniors Patient advocacy Empathy and compassion Communication skills",a geriatric occupational therapist works with elderly individuals to address age related health issues and maintain independence and quality of life,,
6.91584E+14,Public Relations Specialist,Hershey,Monaco,"Brand PR Specialists focus on promoting and maintaining a positive brand image through media relations, events, and communication efforts.",2 to 12 Years,B.Com,$59K-$123K,Part-Time,Brand management Public relations Brand storytelling Influencer marketing Media monitoring,brand pr specialists focus on promoting and maintaining a positive brand image through media relations events and communication efforts,,
3.006E+14,Interior Designer,Aurobindo Pharma,Freetown,"A Hospitality Interior Designer specializes in creating inviting and functional interiors for hotels, restaurants, and other hospitality establishments.",1 to 8 Years,MBA,$59K-$95K,Temporary,"Hospitality interior design Hotel and restaurant design Branding and theme integration FF&E (furniture, fixtures, and equipment) selection Customer experience design",a hospitality interior designer specializes in creating inviting and functional interiors for hotels restaurants and other hospitality establishments,,
2.38717E+15,Procurement Manager,CRH (China Resources Holdings),Windhoek,"Analyze procurement data, identify cost-saving opportunities, and support the procurement process.",4 to 14 Years,MCA,$64K-$103K,Part-Time,Procurement processes Vendor assessment Contract negotiation Purchase order management Spend analysis Market research Supplier relationship management Data analysis Problem-solving Attention to detail Communication skills Financial acumen,analyze procurement data identify cost saving opportunities and support the procurement process,,
1.70823E+15,Project Coordinator,Ferguson plc,City of Victoria,"Project Managers plan, execute, and oversee projects, ensuring they are completed on time and within budget, while managing project teams and resources.",0 to 15 Years,MCA,$61K-$97K,Intern,Project planning and scheduling Budget management Risk assessment and mitigation Stakeholder communication Agile or Waterfall methodologies,project managers plan execute and oversee projects ensuring they are completed on time and within budget while managing project teams and resources,,
1.28782E+15,Structural Engineer,Agricultural Bank of China,Chisinau,"A Design Engineer creates and develops product designs and specifications, using engineering principles and design software to bring innovative products to market.",4 to 14 Years,B.Com,$59K-$98K,Temporary,Engineering design CAD software proficiency Problem-solving Technical knowledge Communication skills,a design engineer creates and develops product designs and specifications using engineering principles and design software to bring innovative products to market,,
1.52153E+15,Customer Success Manager,Mondelez International,BogotÃ¡,"An Onboarding Specialist helps new employees integrate into the company. They facilitate orientation, training, and ensure a smooth transition into their roles.",2 to 11 Years,MBA,$63K-$101K,Full-Time,Onboarding process management New employee orientation Training and development HR policies and procedures Employee engagement strategies,an onboarding specialist helps new employees integrate into the company they facilitate orientation training and ensure a smooth transition into their roles,,
1.41473E+15,Marketing Specialist,MRF Limited,Havana,"Marketing Analytics Specialists analyze marketing data to derive insights and inform marketing strategies. They use tools like Google Analytics and data analysis software to track campaign performance, customer behavior, and market trends.",3 to 12 Years,BCA,$63K-$105K,Intern,Marketing analytics Data analysis Data visualization Market research Google Analytics Marketing automation Reporting tools,marketing analytics specialists analyze marketing data to derive insights and inform marketing strategies they use tools like google analytics and data analysis software to track campaign performance customer behavior and market trends,,
1.48536E+15,Marketing Director,Cummins,Athens,"Brand Directors oversee brand management and strategy. They ensure brand consistency, guide marketing initiatives, and work to enhance brand perception and recognition.",4 to 10 Years,B.Com,$64K-$82K,Full-Time,Brand strategy Brand development Creative direction Brand management Market research,brand directors oversee brand management and strategy they ensure brand consistency guide marketing initiatives and work to enhance brand perception and recognition,,
1.8912E+15,Supply Chain Manager,Caesars Entertainment,Bishkek,"A Logistics Manager oversees the movement and storage of goods in a supply chain. They plan, implement, and manage the efficient transportation and distribution of products.",5 to 15 Years,M.Tech,$61K-$91K,Part-Time,Supply chain management Inventory control Transportation logistics Vendor relations Team leadership and management,a logistics manager oversees the movement and storage of goods in a supply chain they plan implement and manage the efficient transportation and distribution of products,,
1.38418E+14,Event Manager,Bunzl,Mexico City,"A Conference Manager coordinates and manages conferences, meetings, and events. They plan logistics, handle budgeting, liaise with vendors, and ensure the smooth execution of events, catering to the needs and expectations of attendees.",2 to 15 Years,MCA,$57K-$90K,Full-Time,Event planning Conference logistics Budget management Vendor coordination Marketing and promotion Client relations,a conference manager coordinates and manages conferences meetings and events they plan logistics handle budgeting liaise with vendors and ensure the smooth execution of events catering to the needs and expectations of attendees,,
1.57762E+15,Financial Planner,Wells Fargo,Apia,"Assist clients with tax planning, minimize tax liabilities, and stay up-to-date with tax laws and regulations.",2 to 15 Years,M.Com,$60K-$97K,Contract,Tax planning strategies Tax law knowledge Financial analysis Retirement planning Estate planning Client relationship management Tax optimization Communication skills Attention to detail Tax software proficiency Regulatory compliance,assist clients with tax planning minimize tax liabilities and stay up to date with tax laws and regulations,,
1.85603E+15,Legal Advisor,Coca-Cola,Mbabane,"As a Legal Counsel, your responsibilities include providing legal advice, drafting contracts, and ensuring compliance with laws and regulations. You will represent the company in legal matters, negotiate agreements, and mitigate legal risks. Your role involves staying informed about changes in the law and advising management on legal issues affecting the business.",5 to 13 Years,B.Com,$59K-$98K,Temporary,Legal counsel Legal advice Contract negotiation Legal research Litigation support Client representation Legal writing Regulatory compliance,as a legal counsel your responsibilities include providing legal advice drafting contracts and ensuring compliance with laws and regulations you will represent the company in legal matters negotiate agreements and mitigate legal risks your role involves staying informed about changes in the law and advising management on legal issues affecting the business,,
2.29162E+15,Architect,Bharat Electronics Limited,Tehran,"Architectural Designers create architectural plans and designs for buildings and structures, considering aesthetics, functionality, and safety standards.",3 to 13 Years,MBA,$58K-$87K,Intern,"Architectural design software (e.g., AutoCAD, Revit) Building codes and regulations 3D modeling Visualization Sustainable design",architectural designers create architectural plans and designs for buildings and structures considering aesthetics functionality and safety standards,,
1.65958E+15,Database Administrator,Everbright Securities,"Malabo (de jure),","A Database Analyst examines and interprets data stored in databases. They generate reports, identify trends, and provide insights to support business decision-making.",4 to 12 Years,BA,$62K-$97K,Temporary,Data analysis Database querying and reporting Data visualization SQL proficiency Data quality assurance,a database analyst examines and interprets data stored in databases they generate reports identify trends and provide insights to support business decision making,"SQL (Programming), SQL (Database)","Programming, Database"
2.52198E+15,SEO Specialist,Altria Group,Marigot,"SEO Analysts optimize websites for search engines, conduct keyword research, analyze performance metrics, and implement strategies to improve search rankings.",4 to 8 Years,M.Tech,$64K-$92K,Part-Time,"Search engine optimization Keyword research SEO tools (e.g., Google Analytics, SEMrush) On-page and off-page optimization",seo analysts optimize websites for search engines conduct keyword research analyze performance metrics and implement strategies to improve search rankings,,
3.03816E+15,Sales Representative,Otis Worldwide,Wellington,"Account Executives manage and grow relationships with existing clients or customers. They understand client needs, propose solutions, negotiate contracts, and ensure customer satisfaction, often working closely with sales and customer support teams.",2 to 13 Years,M.Tech,$63K-$117K,Temporary,Sales strategy and planning Account management Customer relationship management Solution selling Sales forecasting Contract negotiation Sales metrics and reporting,account executives manage and grow relationships with existing clients or customers they understand client needs propose solutions negotiate contracts and ensure customer satisfaction often working closely with sales and customer support teams,,
1.69907E+15,Financial Analyst,Albertsons,Philipsburg,"Budget Analysts manage and analyze financial data to develop, monitor, and report on budgets. They work with departments to ensure budget compliance, identify cost-saving opportunities, and provide financial insights to support strategic planning and decision-making.",4 to 13 Years,M.Com,$58K-$113K,Full-Time,Budget planning Financial forecasting Excel proficiency Data analysis,budget analysts manage and analyze financial data to develop monitor and report on budgets they work with departments to ensure budget compliance identify cost saving opportunities and provide financial insights to support strategic planning and decision making,Excel (Data Analytics),Data Analytics
5.69275E+14,Financial Controller,Qualcomm,Philipsburg,"Accounting Controllers manage an organizations accounting and financial reporting functions. They ensure accurate financial records, compliance with accounting standards, and timely financial reporting to support informed decision-making.",4 to 12 Years,BBA,$65K-$80K,Contract,"Accounting Financial reporting Financial audits Tax compliance Accounting software (e.g., SAP, Oracle) GAAP (Generally Accepted Accounting Principles)",accounting controllers manage an organizations accounting and financial reporting functions they ensure accurate financial records compliance with accounting standards and timely financial reporting to support informed decision making,Oracle (Database),Database
1.03871E+15,Administrative Assistant,U.S. Bancorp,Macao,"Support high-level executives by managing schedules, coordinating meetings, and handling various administrative tasks.",0 to 10 Years,MBA,$56K-$80K,Contract,"Calendar management Travel coordination Meeting scheduling Correspondence and communication Office organization Confidentiality Time management Problem-solving Attention to detail Communication skills Technology proficiency (e.g., MS Office)",support high level executives by managing schedules coordinating meetings and handling various administrative tasks,,
3.46239E+14,Customer Support Specialist,McDonald's,Canberra,"Customer Success Managers focus on ensuring customer satisfaction and retention. They build relationships with clients, understand their needs, and work to maximize the value customers receive from products or services, ultimately driving customer success and loyalty.",0 to 10 Years,PhD,$57K-$120K,Intern,Customer relationship management Onboarding and training Customer feedback analysis Retention strategies Cross-selling and upselling Strong communication and empathy Customer advocacy,customer success managers focus on ensuring customer satisfaction and retention they build relationships with clients understand their needs and work to maximize the value customers receive from products or services ultimately driving customer success and loyalty,,
2.36917E+15,Human Resources Manager,CDW,Kigali,"Employee Relations Specialists focus on maintaining positive relationships between employees and the organization. They address workplace issues, conduct investigations, mediate conflicts, and promote a healthy and productive work environment.",2 to 9 Years,B.Tech,$59K-$93K,Intern,Employee conflict resolution HR compliance Employee engagement Communication skills,employee relations specialists focus on maintaining positive relationships between employees and the organization they address workplace issues conduct investigations mediate conflicts and promote a healthy and productive work environment,,
2.06592E+15,Data Engineer,International Business Machines,Mbabane,"An ETL Developer specializes in designing and implementing Extract, Transform, Load (ETL) processes to move and transform data between systems, supporting data integration and analytics.",5 to 8 Years,M.Tech,$60K-$88K,Intern,"ETL (Extract, Transform, Load) processes Data integration SQL and scripting languages",an etl developer specializes in designing and implementing extract transform load etl processes to move and transform data between systems supporting data integration and analytics,"SQL (Programming), SQL (Database)","Programming, Database"
5.28968E+14,Front-End Developer,Masco,Nuku?alofa,A UI/UX Developer combines design and technical skills to create user-friendly interfaces for digital products. They ensure a seamless and visually appealing user experience.,2 to 11 Years,MCA,$61K-$109K,Part-Time,"User interface (UI) design User experience (UX) design Web design principles Prototyping and wireframing Front-end development languages (e.g., HTML, CSS, JavaScript) Interaction design User testing Responsive design Usability testing Collaboration Attention to detail",a ui ux developer combines design and technical skills to create user friendly interfaces for digital products they ensure a seamless and visually appealing user experience,"JavaScript (Programming), HTML (Programming), CSS (Programming), HTML (Web Development), CSS (Web Development)","Programming, Web Development"
1.92198E+15,Copywriter,Vertex Pharmaceuticals,Sucre (de jure),SEO Copywriters specialize in creating content optimized for search engines. They incorporate keywords and SEO best practices to improve online visibility and search engine rankings for web pages and articles.,5 to 10 Years,M.Tech,$56K-$82K,Temporary,"SEO (Search Engine Optimization) Keyword research SEO-friendly content On-page optimization Meta tags SEO tools (e.g., SEMrush)",seo copywriters specialize in creating content optimized for search engines they incorporate keywords and seo best practices to improve online visibility and search engine rankings for web pages and articles,,
