Job Id,Job Title,Company,location,Job Description,Experience,Qualifications,Salary Range,Work Type,skills
394092000000000.0,Civil Engineer,Zee Entertainment Enterprises,Helsinki,"A Water Resources Engineer manages and develops water-related projects, such as dams, irrigation systems, and flood control measures, to ensure water resource sustainability.",0 to 9 Years,B.Tech,$61K-$97K,Intern,Water resources engineering Hydrology and hydraulics Environmental impact assessment Water resource modeling software Watershed management
2512850000000000.0,Supply Chain Manager,Apollo Global Management,Addis Ababa,A Demand Planner analyzes historical sales data to forecast future demand for products. They work to optimize inventory levels and ensure product availability while minimizing costs.,5 to 9 Years,MBA,$56K-$96K,Full-Time,Demand forecasting Inventory management Data analysis Sales and operations planning (S&OP) ERP software proficiency
1927740000000000.0,Sales Manager,Royal Dutch Shell,Mogadishu,"Oversee sales operations within a specific region, develop sales plans, and manage regional sales teams.",3 to 15 Years,B.Tech,$59K-$108K,Intern,Sales strategy development Territory management Sales team leadership
1577380000000000.0,Legal Counsel,Huntington Ingalls Industries,Buenos Aires,"An Intellectual Property Lawyer specializes in protecting and managing intellectual property rights, including patents, trademarks, and copyrights. They provide legal advice, handle trademark registration, patent applications, and enforce IP rights.",1 to 13 Years,B.Tech,$59K-$82K,Intern,Intellectual property law Trademark and patent law Copyright law IP portfolio management Litigation and dispute resolution
2546230000000000.0,Nurse Practitioner,Applied Materials,Islamabad,"Family Nurse Practitioners specialize in family-centered healthcare, providing comprehensive medical care to individuals of all ages within a family context.",5 to 10 Years,M.Tech,$65K-$114K,Intern,Family medicine Health assessment Pediatric care Chronic disease management Patient education
848152000000000.0,Architect,Steel Dynamics,Kigali,"Sustainable Design Specialists incorporate eco-friendly practices into architectural designs, promoting energy efficiency and environmental sustainability.",5 to 13 Years,M.Tech,$61K-$95K,Temporary,Sustainable design principles Energy efficiency LEED certification Green building materials Environmental impact assessment
1601910000000000.0,Software Tester,Hershey,Budapest,An Automation Tester uses automated testing tools to verify the functionality and performance of software applications. They create and execute automated test scripts.,4 to 8 Years,MCA,$64K-$86K,Part-Time,"Test automation tools (e.g., Selenium, Appium) Scripting languages (e.g., Python, Java) Test framework development Continuous integration tools Test data management"
111708000000000.0,HR Coordinator,Bank of New York Mellon,Road Town,"Benefits Coordinators administer employee benefit programs, including health insurance, retirement plans, and other perks. They assist employees with benefit inquiries and ensure compliance with benefit policies.",1 to 14 Years,M.Com,$63K-$111K,Full-Time,Employee benefits administration Benefits compliance HRIS Benefits communication
1106340000000000.0,Veterinarian,Fortescue Metals Group,Vilnius,"Provide medical care and treatment to exotic animals, diagnose illnesses, perform surgeries, and educate owners on animal care.",2 to 11 Years,BCA,$63K-$81K,Contract,Exotic animal medicine Exotic animal diagnostics Specialized surgical skills Avian medicine Reptile care Amphibian care Exotic animal anesthesia Compassion and empathy Client communication Problem-solving Attention to detail
2416950000000000.0,Graphic Designer,Lincoln National,Tbilisi,"Print Graphic Designers design graphics and layouts for printed materials such as brochures, posters, and packaging. They use their creativity and design skills to visually communicate messages and information effectively in printed form.",3 to 10 Years,B.Tech,$58K-$110K,Part-Time,"Print design software (e.g., Adobe InDesign, Illustrator) Layout and composition Print production processes Color theory and management Attention to detail Print industry knowledge"
174857000000000.0,Data Entry Clerk,China COSCO Shipping Corporation,Sucre (de jure),"A Record Keeper is responsible for maintaining accurate records and databases, ensuring data integrity, and assisting in data retrieval when needed.",3 to 13 Years,BCA,$58K-$115K,Part-Time,Records management Data entry and retrieval Attention to detail
1872970000000000.0,Procurement Specialist,Packaging Corp. of America,Ljubljana,"Procurement Managers oversee procurement processes, managing vendor relationships, negotiating contracts, and ensuring cost-effective purchasing of goods and services.",0 to 15 Years,PhD,$63K-$121K,Intern,Procurement strategies Supplier management Negotiation Cost analysis Supply chain management
1387510000000000.0,Event Coordinator,TPG Telecom,Valletta,"Plan and coordinate events, including selecting venues, managing budgets, arranging logistics, and ensuring a successful outcome.",1 to 15 Years,BBA,$61K-$99K,Intern,Event planning and coordination Budget management Vendor negotiation Venue selection and management Timeline and logistics planning Marketing and promotion Risk management Client communication Creativity Problem-solving Attention to detail
2110630000000000.0,Supply Chain Manager,Deutsche Telekom AG,Hagatna,A Demand Planner analyzes historical sales data to forecast future demand for products. They work to optimize inventory levels and ensure product availability while minimizing costs.,3 to 9 Years,BBA,$58K-$99K,Contract,Demand forecasting Inventory management Data analysis Sales and operations planning (S&OP) ERP software proficiency
1040520000000000.0,Pediatrician,NTPC Limited,Yaren District (de facto),"Pediatric Specialists are doctors with expertise in specific pediatric subspecialties like cardiology, oncology, or gastroenterology. They provide specialized care and treatment for children with complex or rare medical conditions.",1 to 13 Years,PhD,$57K-$120K,Part-Time,"Pediatric specialization Advanced pediatric care Pediatric subspecialty (e.g., pediatric cardiology, pediatric oncology) Pediatric diagnostics Pediatric treatment"
11210800000000.0,Customer Service Manager,Ecolab,Gibraltar,"Customer Experience Strategists develop and execute strategies to enhance the overall customer experience. They analyze customer feedback, identify pain points, and work across departments to improve products, services, and customer interactions.",0 to 14 Years,M.Com,$65K-$99K,Intern,Customer experience strategy Customer journey mapping Feedback analysis User research Metrics and KPIs Communication skills
177593000000000.0,Java Developer,Ping An Insurance,Bangui,"Java Software Engineers develop and maintain software applications using the Java programming language. They write code, debug applications, and collaborate with cross-functional teams to deliver high-quality software solutions.",2 to 14 Years,BA,$57K-$130K,Contract,"Java programming Java frameworks (e.g., Spring) Object-oriented design Code debugging Software development Problem-solving skills"
954632000000000.0,Legal Advisor,JD Wetherspoon,ReykjavÃ­k,"As a Corporate Counsel, you will focus on legal matters related to corporate governance, mergers and acquisitions, and corporate compliance. You will draft and review corporate documents, oversee compliance programs, and handle complex legal negotiations. Your role includes managing legal relationships with external partners and providing strategic legal guidance to the company.",3 to 10 Years,BCA,$65K-$118K,Full-Time,Corporate law Compliance Mergers and acquisitions Corporate governance Contract drafting Risk management Legal strategy Due diligence
440627000000000.0,Social Media Coordinator,Industrial and Commercial Bank of China (ICBC),Antananarivo,"Create engaging and relevant content, such as articles, videos, or social media posts, to promote brands or products.",1 to 8 Years,M.Tech,$61K-$85K,Temporary,"Content creation (e.g., writing, editing, graphic design, video production) Content marketing Social media management SEO optimization Creative storytelling Audience engagement Analytics and reporting Adaptability Communication skills Creativity"
669166000000000.0,Electrical Engineer,EOG Resources,Monaco,"Power Systems Engineers design and maintain electrical power systems. They work on generation, transmission, and distribution of electrical power, focusing on safety and efficiency.",3 to 11 Years,PhD,$61K-$85K,Contract,Electrical engineering Power system analysis Renewable energy systems Control systems Safety regulations
1035510000000000.0,Financial Advisor,FirstEnergy,Conakry,"Retirement Planners assist clients in planning for retirement, including savings strategies, pension options, and retirement income planning.",3 to 8 Years,BBA,$58K-$116K,Temporary,Retirement planning Social security Investment products Tax planning Estate planning
2762370000000000.0,Network Administrator,Lumen Technologies,Kigali,"Manage and maintain an organizations IT infrastructure, including servers, hardware, and software systems.",2 to 13 Years,BA,$59K-$107K,Full-Time,"System administration Server maintenance Active Directory Backup and recovery Cloud computing (e.g., AWS, Azure) Troubleshooting IT security best practices Collaboration Problem-solving Attention to detail Communication skills Technical knowledge"
557494000000000.0,Veterinarian,Infineon Technologies AG,Sanaa,"A Small Animal Veterinarian provides medical care to small pets, such as dogs and cats. They diagnose illnesses, perform surgeries, and advise pet owners on healthcare practices.",5 to 11 Years,B.Com,$60K-$127K,Temporary,Veterinary medicine Small animal care and surgery Animal diagnostics Preventive medicine Client communication Surgical skills Radiology Anesthesia Laboratory diagnostics Compassion and empathy Problem-solving Attention to detail
2205610000000000.0,Landscape Architect,Sherwin-Williams,"Capitol Hill, Saipan",Create aesthetically pleasing and functional landscape designs for residential properties.,5 to 9 Years,B.Tech,$57K-$88K,Full-Time,Landscape design Plant selection and care Hardscape design
700732000000000.0,Digital Marketing Specialist,Corning,London,"SEO Specialists optimize websites for search engines to improve online visibility. They conduct keyword research, optimize content, and implement SEO strategies to increase organic traffic and rankings.",0 to 9 Years,BA,$61K-$117K,Intern,"Search engine algorithms and ranking factors Keyword research and analysis On-page and off-page SEO optimization SEO tools (e.g., Google Analytics, SEMrush) SEO content strategy"
1530430000000000.0,Marketing Director,CHS,Budapest,"Digital Marketing Directors lead digital marketing efforts. They develop and execute digital strategies, oversee campaigns, and measure performance to achieve marketing goals.",0 to 11 Years,M.Com,$58K-$114K,Contract,Digital marketing strategy Marketing analytics Team leadership Content marketing SEO and SEM proficiency
972546000000000.0,Family Nurse Practitioner,Automatic Data Processing,Harare,"Pediatric Nurse Practitioners specialize in pediatric care. They provide healthcare to children, including diagnosis, treatment, and preventive care.",4 to 10 Years,B.Com,$58K-$104K,Intern,Pediatric healthcare Pediatric assessment Pediatric treatment Patient education Pediatric pharmacology
845001000000000.0,Interior Designer,Walt Disney,Damascus,"A Residential Interior Designer plans and designs interior spaces in homes. They select furnishings, colors, and layouts to create functional and aesthetically pleasing environments.",3 to 10 Years,PhD,$58K-$125K,Temporary,Residential interior design Space planning Color theory and selection Furniture and materials selection 3D modeling and rendering
1146870000000000.0,IT Support Specialist,Baker Hughes,Brazzaville,"IT Systems Administrators manage and maintain an organizations IT infrastructure, including servers, networks, and security systems.",5 to 13 Years,BA,$58K-$130K,Intern,Network administration System and server maintenance Cybersecurity knowledge Backup and recovery IT project management skills
2102520000000000.0,Marketing Director,Hewlett Packard Enterprise,Praia,"Brand Directors oversee brand management and strategy. They ensure brand consistency, guide marketing initiatives, and work to enhance brand perception and recognition.",0 to 10 Years,MCA,$65K-$119K,Full-Time,Brand strategy Brand development Creative direction Brand management Market research
994351000000000.0,Supply Chain Analyst,Incitec Pivot,Manama,"A Logistics Analyst analyzes and optimizes logistics and supply chain operations, identifying cost-saving opportunities, improving transportation efficiency, and enhancing supply chain performance.",4 to 15 Years,MCA,$59K-$106K,Full-Time,Supply chain analysis Data analytics Inventory management Transportation planning Problem-solving
2540930000000000.0,Legal Counsel,Paramount Global,Moroni,"Employment Lawyers focus on employment law matters, assisting employers and employees with issues like workplace discrimination, labor disputes, and employment contracts. They offer legal counsel and represent clients in legal proceedings.",5 to 8 Years,BCA,$55K-$123K,Part-Time,Employment law and regulations Employment contracts and agreements Workplace discrimination and harassment laws Legal compliance Client representation and advocacy
900502000000000.0,Data Entry Clerk,Daimler AG (now known as Mercedes-Benz AG),Seoul,"A Record Keeper is responsible for maintaining accurate records and databases, ensuring data integrity, and assisting in data retrieval when needed.",4 to 9 Years,MBA,$65K-$89K,Full-Time,Records management Data entry and retrieval Attention to detail
656767000000000.0,Marketing Analyst,Cochlear Limited,Kigali,"Analyze digital marketing campaigns, track performance metrics, and optimize online marketing strategies.",2 to 10 Years,M.Tech,$64K-$121K,Intern,Digital marketing strategies Analytics and reporting SEO and SEM Social media marketing Email marketing Data interpretation Marketing automation tools A/B testing Communication skills Problem-solving Attention to detail Marketing knowledge
589801000000000.0,Network Technician,Escorts Limited,Suva,"Network Security Specialists focus on network security. They implement security measures, monitor for threats, and respond to security incidents to protect network integrity.",3 to 14 Years,BA,$61K-$109K,Intern,Network security Cybersecurity Intrusion detection Security analysis Firewall management
348250000000000.0,Copywriter,CenterPoint Energy,Khartoum,"Technical Copywriters create content that explains complex technical concepts in a clear and accessible manner. They often write user manuals, product documentation, and technical guides to assist users and customers.",1 to 12 Years,BBA,$55K-$86K,Intern,Technical writing Documentation User manuals Technical specifications Industry-specific terminology Research skills
1009450000000000.0,Personal Assistant,Morgan Stanley,Ouagadougou,"Personal Secretaries provide administrative support to individuals or executives. They manage schedules, handle correspondence, and assist with various tasks to ensure efficiency.",0 to 13 Years,PhD,$60K-$121K,Intern,Administrative support Calendar management Communication skills Time management Organizational skills Confidentiality
2995180000000000.0,Project Manager,Landstar System,Riyadh,"IT Project Managers plan, execute, and oversee IT projects. They define project scope, allocate resources, manage budgets, and ensure projects are delivered on time and within scope. They also communicate project status and risks to stakeholders.",5 to 8 Years,BA,$62K-$111K,Temporary,Project management Team leadership Risk management Budgeting Communication skills
1389590000000000.0,Accountant,Airtel Africa,Monaco,"Financial Accountants handle financial records, prepare financial statements, and ensure compliance with accounting standards. They analyze financial data to provide accurate financial reports and support decision-making within the organization.",2 to 8 Years,B.Tech,$60K-$89K,Intern,"Financial reporting Accounting software (e.g., QuickBooks) Auditing GAAP knowledge"
3040600000000000.0,Business Development Manager,Beiersdorf AG,Islamabad,"A Strategic Partnerships Manager identifies and develops strategic partnerships and alliances that benefit the organization, fostering collaborations and driving mutual success.",3 to 11 Years,B.Tech,$62K-$104K,Part-Time,Partnership development Negotiation and collaboration Business development
2125890000000000.0,Art Director,Fuchs Petrolub SE,Juba,"An Art Curator is responsible for managing and preserving a collection of artworks. They curate exhibitions, acquire new pieces, and educate the public about the art.",3 to 13 Years,BBA,$62K-$117K,Intern,Art history and knowledge Art curation and exhibition planning Collections management Art market trends Cultural awareness
989561000000000.0,Event Coordinator,Britannia Industries,Sucre (de jure),"Coordinate corporate events, conferences, and meetings, handle logistics, and ensure a seamless experience for attendees.",5 to 14 Years,B.Com,$64K-$102K,Part-Time,Corporate event planning Corporate branding and messaging Speaker and entertainment booking Audiovisual production Team coordination Crisis management Budgeting and financial management Client communication Creativity Problem-solving Attention to detail
1954040000000000.0,Legal Secretary,American Express,Antananarivo,"A Court Clerk manages administrative tasks within a court system, including maintaining court records, scheduling hearings, and assisting judges and legal professionals as needed.",1 to 11 Years,BA,$60K-$93K,Contract,Knowledge of court procedures Legal document management Attention to detail Computer literacy Organization skills
2600160000000000.0,Investment Analyst,Ford Motor Company,Apia,A Risk Analyst assesses and manages financial risks within an organization. They use data analysis and modeling to evaluate potential risks and recommend mitigation strategies.,2 to 10 Years,M.Com,$59K-$109K,Intern,Risk assessment Data analysis Financial modeling Risk management tools Regulatory compliance knowledge
2202440000000000.0,Network Security Specialist,Hilton Worldwide Holdings,Andorra la Vella,"Cybersecurity Analysts protect computer systems and networks from cyber threats. They monitor security systems, investigate breaches, and implement security measures to safeguard data.",0 to 12 Years,B.Com,$63K-$105K,Full-Time,"Cybersecurity Security assessments Intrusion detection Security tools (e.g., SIEM) Incident response Vulnerability scanning"
2090150000000000.0,Customer Success Manager,Altria Group,Dhaka,"An Account Manager builds and maintains relationships with clients or customers, ensuring their needs are met and promoting products or services to drive revenue and growth.",4 to 8 Years,B.Com,$63K-$116K,Full-Time,Account management Customer relationship management Sales and negotiation Business development Client needs analysis
1921590000000000.0,Family Lawyer,Brighthouse Financial,Noumea,"Child Custody Lawyers specialize in family law, focusing on cases related to child custody and visitation rights. They represent clients in court, provide legal counsel, and advocate for the best interests of children in custody disputes.",4 to 12 Years,B.Tech,$58K-$124K,Intern,Child custody law Family law Legal advocacy Negotiation Court representation Legal research Client counseling Case preparation
1646510000000000.0,Operations Manager,Havells India,Singapore,"Quality Control Managers establish and enforce quality standards within an organization. They develop quality control processes, perform inspections, and implement corrective actions to maintain product or service quality.",4 to 15 Years,MBA,$59K-$100K,Temporary,"Quality control processes and methodologies Statistical process control (SPC) Root cause analysis and corrective action Quality management systems (e.g., ISO 9001) Compliance and regulatory knowledge"
1637210000000000.0,Family Nurse Practitioner,PNC Financial Services Group,Singapore,Geriatric Nurse Practitioners focus on the healthcare needs of elderly patients. They provide specialized care and address age-related health concerns.,1 to 12 Years,BBA,$62K-$107K,Temporary,Geriatric healthcare Geriatric assessment Geriatric treatment Elderly patient care Geriatric pharmacology
663979000000000.0,Research Scientist,ICICI Bank,Guatemala City,"Research Analysts conduct research, collect data, and analyze information to support business decision-making. They generate reports and recommendations based on their findings to aid in strategic planning.",1 to 14 Years,BBA,$55K-$112K,Intern,Data collection and analysis Market research tools and techniques Survey design and analysis Qualitative and quantitative research methods Report writing and presentation skills
1487130000000000.0,Key Account Manager,Paramount Global,Port Moresby,"Strategic Account Managers nurture relationships with key clients. They develop account strategies, address client needs, and seek opportunities for business growth and expansion.",2 to 14 Years,B.Tech,$56K-$105K,Contract,Account management Client relationship Sales strategy Business development Negotiation skills
2059020000000000.0,Process Engineer,Bajaj Finserv,Muscat,"Industrial Engineers focus on improving efficiency and productivity in various industries. They analyze processes, design systems, and implement solutions to streamline operations, reduce costs, and enhance quality.",5 to 8 Years,B.Tech,$65K-$105K,Full-Time,Industrial engineering Process optimization Lean manufacturing Quality control Data analysis Workflow design
2806790000000000.0,Marketing Director,Baidu,Manila,"Marketing Communications Directors manage marketing communication efforts. They oversee messaging, branding, and promotional activities to effectively reach target audiences.",5 to 13 Years,BBA,$63K-$121K,Temporary,Marketing communication Public relations Content strategy Crisis management Media relations
107756000000000.0,Event Planner,Conagra Brands,Niamey,"Wedding Planners specialize in organizing weddings, assisting couples with every aspect of wedding planning, from venue selection to catering and decor.",2 to 14 Years,BCA,$62K-$107K,Full-Time,Wedding planning Venue selection Catering and menu planning Floral and decor design Wedding etiquette
2258970000000000.0,Account Manager,BT Group,Sarajevo,"Build and maintain strong client relationships, understand their needs, and ensure client satisfaction.",0 to 9 Years,M.Tech,$60K-$117K,Temporary,Client relationship management Customer service Communication skills
3038520000000000.0,Teacher,Bayer AG,Kyiv (also known as Kiev),A Subject Matter Expert possesses deep knowledge in a specific field and provides expertise to solve complex problems or guide decision-making within that domain.,1 to 13 Years,BCA,$65K-$106K,Intern,Expertise in a specific subject area Knowledge of curriculum standards Instructional design Assessment development Educational technology proficiency
945932000000000.0,Sales Manager,"Facebook, Inc. (now Meta Platforms, Inc.)",Douglas,"Manage key client accounts, build strong relationships, and drive revenue growth.",4 to 13 Years,PhD,$63K-$119K,Contract,Key account management Relationship building Sales negotiation
1208570000000000.0,QA Analyst,China Pacific Insurance,Canberra,Automation Test Engineers develop automated test scripts and frameworks to streamline and enhance the testing process. They focus on automating repetitive tests to improve efficiency and maintain test consistency.,4 to 12 Years,M.Tech,$56K-$80K,Temporary,"Test automation Test framework development Continuous integration Scripting languages (e.g., Python) Test reporting Code review"
308869000000000.0,Speech Therapist,Williams,Bridgetown,Adult Speech Therapists work with adults to address speech and language disorders. They provide therapy and support to improve communication and enhance quality of life.,5 to 14 Years,BBA,$57K-$89K,Intern,Adult speech therapy Speech-language assessment Rehabilitation techniques Swallowing disorders Communication skills
2170780000000000.0,Software Architect,Lupin Limited,Maseru,"An Enterprise Architect oversees the overall IT infrastructure, ensuring it supports business processes, and develops strategies to enhance the organizations technology landscape.",0 to 15 Years,BCA,$57K-$105K,Full-Time,Enterprise architecture Business strategy alignment IT governance and compliance
2120200000000000.0,Finance Manager,"Wirecard AG (Now defunct, due to bankruptcy)",Funafuti,"Financial Planning Managers oversee financial planning services. They lead a team of financial planners, develop financial strategies, and ensure clients financial goals are met.",0 to 12 Years,B.Com,$62K-$108K,Part-Time,Financial planning Investment strategies Team leadership Wealth management Client advisory skills
3033180000000000.0,Technical Writer,DuPont,Brazzaville,Instructional Designers develop educational materials and curricula. They design engaging and effective learning experiences for students or employees.,0 to 9 Years,BA,$64K-$93K,Intern,Instructional design eLearning tools Curriculum development Multimedia design Learning theory knowledge
3053410000000000.0,Social Media Coordinator,Ryder System,Tripoli,"Create engaging and relevant content, such as articles, videos, or social media posts, to promote brands or products.",4 to 15 Years,BA,$55K-$86K,Full-Time,"Content creation (e.g., writing, editing, graphic design, video production) Content marketing Social media management SEO optimization Creative storytelling Audience engagement Analytics and reporting Adaptability Communication skills Creativity"
1901370000000000.0,Substance Abuse Counselor,Targa Resources,"Malabo (de jure),","A Recovery Coach offers guidance and support to individuals in addiction recovery, aiding in their journey toward sobriety and helping them build a stable and fulfilling life.",3 to 8 Years,M.Com,$63K-$126K,Intern,Addiction recovery support Motivational interviewing Relapse prevention strategies
1387680000000000.0,Account Manager,StoneX Group,George Town,"Build and maintain strong client relationships, understand their needs, and ensure client satisfaction.",3 to 15 Years,B.Com,$59K-$97K,Full-Time,Client relationship management Customer service Communication skills
2480900000000000.0,Event Coordinator,Foot Locker,Hanoi,"Plan and coordinate events, including selecting venues, managing budgets, arranging logistics, and ensuring a successful outcome.",2 to 8 Years,BBA,$61K-$82K,Full-Time,Event planning and coordination Budget management Vendor negotiation Venue selection and management Timeline and logistics planning Marketing and promotion Risk management Client communication Creativity Problem-solving Attention to detail
2221570000000000.0,HR Manager,ProSiebenSat.1 Media SE,Singapore,"A Human Resources Director leads HR functions, including talent acquisition, employee development, and HR strategy, to promote a positive work environment and support organizational goals.",1 to 14 Years,BCA,$65K-$130K,Full-Time,Strategic HR planning Employee relations Talent management HR policy development Leadership skills
726332000000000.0,Purchasing Agent,Ebay,Saint George's,"A Supply Chain Coordinator manages supply chain operations, coordinates logistics, and ensures the seamless flow of goods and materials throughout the supply chain network.",0 to 13 Years,BCA,$60K-$87K,Contract,Supply chain logistics Inventory management Communication skills Problem-solving Vendor coordination
403640000000000.0,Financial Analyst,Expeditors International of Washington,"Malabo (de jure),","Budget Analysts manage and analyze financial data to develop, monitor, and report on budgets. They work with departments to ensure budget compliance, identify cost-saving opportunities, and provide financial insights to support strategic planning and decision-making.",4 to 15 Years,BCA,$56K-$120K,Part-Time,Budget planning Financial forecasting Excel proficiency Data analysis
2072800000000000.0,Customer Success Manager,Elevance Health,Djibouti (city),A Customer Support Specialist assists customers with inquiries or issues related to a companys products or services. They provide solutions and maintain customer satisfaction.,3 to 14 Years,M.Tech,$65K-$88K,Full-Time,Customer service Problem-solving Communication skills Ticketing system usage Product knowledge
1611260000000000.0,Java Developer,Sirius XM Holdings Inc.,SÃ£o TomÃ©,"Java Web Application Developers create web applications using Java technologies. They develop user interfaces, integrate backend systems, and ensure the functionality and security of web applications to provide a seamless user experience.",4 to 9 Years,BBA,$64K-$95K,Contract,"Web application development Java web frameworks (e.g., Servlets, JSP) Frontend integration User authentication Security protocols Code documentation"
2725080000000000.0,Network Administrator,Murphy USA,ReykjavÃ­k,"Protect an organizations computer networks and systems from security threats, monitor network traffic, and respond to incidents.",1 to 14 Years,BA,$65K-$126K,Contract,Network security protocols Intrusion detection and prevention Security incident response Firewall administration Vulnerability assessment Security policies and procedures Log analysis Ethical hacking Problem-solving Communication skills Attention to detail
1031260000000000.0,Physician Assistant,AbbVie,Sucre (de jure),"Work in emergency departments, diagnose and treat acute medical conditions, and provide urgent care.",5 to 12 Years,MBA,$60K-$102K,Intern,Emergency medical care Triage and assessment Trauma management
1166000000000000.0,Social Worker,Kyndryl Holdings,Moscow,"Work with at-risk children and families, assess needs, provide support, and ensure child safety and well-being.",5 to 12 Years,M.Com,$56K-$116K,Temporary,Child welfare policies and regulations Child protective services Child development Crisis intervention Case management Cultural competence Interviewing and assessment skills Court procedures Documentation Empathy Communication skills
334277000000000.0,Procurement Specialist,Deutsche Telekom AG,City of Baghdad,"Sourcing Analysts research and analyze potential suppliers, evaluate procurement strategies, and negotiate contracts to secure cost-effective and quality supplies.",2 to 10 Years,MBA,$59K-$130K,Temporary,Sourcing strategies Supplier evaluation Market research Cost analysis Contract negotiation
99185800000000.0,Nurse Manager,Industrial and Commercial Bank of China (ICBC),Nassau,"Nursing Directors oversee nursing departments in healthcare facilities. They manage nursing staff, develop policies and procedures, and ensure the delivery of high-quality patient care while adhering to regulatory standards.",0 to 13 Years,BBA,$55K-$82K,Intern,Nursing management Patient care coordination Staff supervision Compliance with healthcare regulations Quality improvement Leadership skills
2044450000000000.0,Marketing Specialist,Moderna,San Jose,"Digital Marketing Specialists create and execute online marketing campaigns. They utilize digital channels like social media, email, and SEO to reach target audiences, generate leads, and improve brand visibility and engagement.",3 to 10 Years,BCA,$59K-$84K,Temporary,Digital marketing strategy Social media marketing Content creation SEO (Search Engine Optimization) PPC advertising Analytics and reporting
281117000000000.0,Customer Success Manager,Carvana,Stockholm,"An Account Manager builds and maintains relationships with clients or customers, ensuring their needs are met and promoting products or services to drive revenue and growth.",3 to 10 Years,BCA,$61K-$111K,Temporary,Account management Customer relationship management Sales and negotiation Business development Client needs analysis
696774000000000.0,Social Worker,Avis Budget Group,Vilnius,"Work with at-risk children and families, assess needs, provide support, and ensure child safety and well-being.",3 to 13 Years,MBA,$64K-$129K,Intern,Child welfare policies and regulations Child protective services Child development Crisis intervention Case management Cultural competence Interviewing and assessment skills Court procedures Documentation Empathy Communication skills
1628400000000000.0,Project Manager,Deutsche Wohnen SE,N'Djamena,"The Agile Project Manager leads Agile teams, facilitating effective project development and delivery. They use Agile methodologies to manage tasks, prioritize work, and adapt to changing requirements while fostering collaboration among team members.",1 to 9 Years,M.Com,$55K-$119K,Part-Time,"Agile methodologies Scrum or Kanban Team collaboration Agile tools (e.g., Jira)"
2470180000000000.0,Electrical Engineer,Tullow Oil,Bangkok,"Electronics Hardware Engineers develop and design electronic components and systems, from circuit boards to hardware prototypes, ensuring functionality and performance.",4 to 10 Years,BCA,$61K-$86K,Temporary,Electronics design PCB layout Embedded systems Circuit analysis Troubleshooting
1757060000000000.0,Financial Advisor,MTU Aero Engines AG,Kyiv (also known as Kiev),"Retirement Planners assist clients in planning for retirement, including savings strategies, pension options, and retirement income planning.",4 to 8 Years,B.Com,$57K-$113K,Intern,Retirement planning Social security Investment products Tax planning Estate planning
1277490000000000.0,Email Marketing Specialist,J.M. Smucker,Honiara,"Implement and manage marketing automation tools, workflows, and campaigns to streamline marketing efforts.",4 to 14 Years,M.Com,$58K-$122K,Part-Time,"Marketing automation platforms (e.g., Marketo, Pardot) Lead nurturing Workflow automation CRM integration Analytics and reporting Email marketing Campaign optimization Marketing strategy Communication skills Problem-solving Attention to detail"
927471000000000.0,Sales Representative,Bharti Airtel,Beijing,"Account Executives manage and grow relationships with existing clients or customers. They understand client needs, propose solutions, negotiate contracts, and ensure customer satisfaction, often working closely with sales and customer support teams.",5 to 10 Years,BBA,$55K-$100K,Intern,Sales strategy and planning Account management Customer relationship management Solution selling Sales forecasting Contract negotiation Sales metrics and reporting
2877700000000000.0,Account Executive,Tractor Supply Company,Nur-Sultan,"An Advertising Account Executive works in advertising agencies, managing client accounts and overseeing the creation and execution of advertising campaigns.",1 to 14 Years,MBA,$64K-$88K,Full-Time,Advertising and marketing knowledge Client relationship management Advertising campaign development Budget management Media planning and buying
3004780000000000.0,Back-End Developer,Larsen & Toubro (L&T),Marigot,"A Server Developer specializes in developing and maintaining server-side applications and systems, ensuring efficient data processing and server functionality.",2 to 9 Years,BCA,$55K-$99K,Full-Time,"Server-side programming languages (e.g., Java, Python) Database management API development"
2410790000000000.0,Social Worker,ODP,Vienna,"Work with at-risk children and families, assess needs, provide support, and ensure child safety and well-being.",2 to 15 Years,MCA,$55K-$95K,Part-Time,Child welfare policies and regulations Child protective services Child development Crisis intervention Case management Cultural competence Interviewing and assessment skills Court procedures Documentation Empathy Communication skills
1538030000000000.0,Landscape Architect,CVS Health,Santo Domingo,Create aesthetically pleasing and functional landscape designs for residential properties.,0 to 12 Years,BBA,$56K-$93K,Part-Time,Landscape design Plant selection and care Hardscape design
2324310000000000.0,Office Manager,Hikma Pharmaceuticals,Freetown,"Facilities Managers manage facilities and building operations. They oversee maintenance, security, and facility improvements to provide a safe and efficient working environment.",4 to 12 Years,B.Tech,$62K-$104K,Temporary,Facilities management Property maintenance Space planning Budget management Health and safety compliance Vendor management
822062000000000.0,Graphic Designer,Capital One Financial,Yerevan,"UI/UX Designers focus on creating user-friendly and visually appealing interfaces for digital products. They conduct user research, design wireframes and prototypes, and collaborate with development teams to ensure a seamless and enjoyable user experience.",3 to 12 Years,BA,$63K-$127K,Contract,"User interface (UI) design User experience (UX) design Wireframing and prototyping tools (e.g., Sketch, Figma) Usability testing Information architecture Interaction design Mobile and responsive design"
814819000000000.0,Account Manager,Bayerische Motoren Werke AG (BMW),Majuro,"A Sales Account Manager is responsible for building and maintaining relationships with clients, identifying their needs, and proposing tailored solutions to achieve sales targets.",4 to 11 Years,BA,$61K-$103K,Full-Time,Account management Sales strategy Negotiation and closing skills
